From Type,From Name,From Place,Edge Type,To Type,To Name,To Place,Date,Weight,Identifier,Reference
Person,Major General Mackay,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1689, Sep 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3616
Person,Major General Mackay,Forfar,Paper,Person,Hamilton,,"1689, Aug 8",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3617
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, May 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3618
Person,King William,Hampton Court,WROTE LETTER TO,Organization,Convention of Estates,Edinburgh,"1689, May 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3619
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, May 18",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3620
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, May 31",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3621
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3622
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3623
Person,King William,Hampton Court,WROTE LETTER TO,Organization,Privy Council ,,"1689, Jun 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3624
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3625
Person,King William,Whitehall,Warrant,Person,Hamilton,,"1689, Jun 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3626
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 18",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3627
Person,Melville,Hampton Court,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3628
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Jun 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3629
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 2",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3630
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3631
Person,King William,Hampton Court,WROTE LETTER TO,Organization,Parliament,,"1689, Jul 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3632
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 9",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3633
Person,Unknown,Dover,WROTE LETTER TO,Person,Mr. James Graham,Edinburgh,"1689, Jul 5",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3634
Person,King William,Hampton Court,WROTE LETTER TO,Organization,Privy Council ,Edinburgh,"1689, Jul 10",2,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3635
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 11",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3636
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3637
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3638
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3639
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 25",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3640
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Jul 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3641
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3642
Person,King William,Hampton Court,WROTE LETTER TO,Organization,Privy Council ,Edinburgh,"1689, Aug 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3643
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3644
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 5",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3645
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 8",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3646
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 10",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3647
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Aug 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3648
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1689, Dec 18",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3649
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Jan 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3650
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Jan 9",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3651
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Jan 16",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3652
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Jan 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3653
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Feb 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3654
Person,King William,Kensington,WROTE LETTER TO,Organization,Privy Council ,Edinburgh,"1690, Feb 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3655
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1690, Jul 11",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3657
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Jul 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3658
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Aug 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3659
Person,King William,St. Gerard,WROTE LETTER TO,Organization,Privy Council ,Edinburgh,"1691, Aug 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3660
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Aug 8",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3661
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Aug",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3662
Person,Melville,Whitehall,WROTE LETTER TO,Person,Hamilton,,"1691, Sep 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3663
Person,King William,Hague,WROTE LETTER TO,Organization,Privy Council ,,c 1691,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3664
Person,Melville,Whitehall,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3665
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Nov 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3666
Person,Melville,,WROTE LETTER TO,Person,Hamilton,,"1691, Dec 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3667
Person,Melville,London,WROTE LETTER TO,Person,Hamilton,,"1692, Jan 5",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3668
Person,Unknown,,WROTE LETTER TO,Person,Arran,,"1690, May 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3671
Person,King William,Kensington,WROTE LETTER TO,Person,Parliament,Edinburgh,"1690, Apr 18",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3672
Person,Ester de Varengeville,,WROTE LETTER TO,Person,Duchess of Hamilton,,"1690, Nov 7",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3674
Person,Dundonald,Paisley,WROTE LETTER TO,Person,Hamilton,Edinburgh,"1690, Apr 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3675
Person,John Hamilton,Arran,WROTE LETTER TO,Person,David Crawford,,"1690, Jul 10",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3676
Organization,Privy Council ,Edinburgh,Warrant,Organization,Parliament,Edinburgh,"1690, Dec 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3677
Person,J. Crawford,Berwick,WROTE LETTER TO,Person,David Crawford,,"1690, Nov 16",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3678
Person,James Marshall,London,WROTE LETTER TO,Person,David Crawford,,"1690, Aug 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3679
Person,Dudley Vanbrugh,Berwick,WROTE LETTER TO,Person,David Crawford,,"1690, Aug 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3680
Person,Unknown,,WROTE LETTER TO,Person,Arran,,"1690, May 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3681
Person,W. Hamilton,Nevis,WROTE LETTER TO,Person,Arran,,"1690, May 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3682
Person,Thomas Ailborne,"Hen & Chickings, Covent Garden",WROTE LETTER TO,Person,Duchess of Hamilton,,"1690, May 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3683
Person,D.C.,,WROTE LETTER TO,Person,David Crawford,,"1690, Apr 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3684
Person,Arran,,WROTE LETTER TO,Person,David Crawford,,"1690, May 30",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3685
Person,Unknown,,WROTE LETTER TO,Person,Arran,,"1690, May 20",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3686
Person,James Foulis,London,WROTE LETTER TO,Person,David Crawford,,"1690, Apr 10",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3687
Person,Unknown,Harwich,WROTE LETTER TO,Person,David Crawford,,"1691, Jan 31",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3688
Person,William Stirling,Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1691, Apr 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3689
Person,Robert Webb,,WROTE LETTER TO,Person,David Crawford,,"1691, Feb 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3691
Person,Countess of Clancarthy,Althrop,WROTE LETTER TO,Person,Arran,,"1692, Jan 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3692
Person,John Dalrymple,London,WROTE LETTER TO,Person,Arran,,"1691, May 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3693
Person,Robert Murray,London,WROTE LETTER TO,Person,Arran,,"1691, Nov 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3694
Person,Robert Murray,London,WROTE LETTER TO,Person,Selkirk,,"1691, Oct 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3695
Person,John Anderson,Glasgow,WROTE LETTER TO,Person,Polwarth,,"1691, May 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3696
Person,Charles Fielding,Athlone,WROTE LETTER TO,Person,Duchess of Hamilton,,"1692, Jan 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3697
Person,Rupert Billingsley,Berwick,WROTE LETTER TO,Person,Unknown,,"1691, Aug 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3698
Person,Sunderland,Althrop,WROTE LETTER TO,Person,Arran,,"1691, Dec 7",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3699
Person,Sunderland,Althrop,WROTE LETTER TO,Person,Arran,,"1691, May 16",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3700
Person,Sunderland,Althrop,WROTE LETTER TO,Person,Arran,,"1691, Mar 26",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3701
Person,Daniel Hamilton,Kinneil,WROTE LETTER TO,Person,David Crawford,,"1692, Nov 5",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3706
Person,W. Fanshawe,Charing Cross,WROTE LETTER TO,Person,Arran,,"1692, Apr 20",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3707
Person,Marie Macdonald,Elsick,WROTE LETTER TO,Person,Duchess of Hamilton,,"1692, Jan 12",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3708
Person,Tweeddale,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1692, Apr 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3709
Person,Tweeddale,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1692, May 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3710
Person,Robert Murray,London,WROTE LETTER TO,Organization,Arran,,"1692, Jan 12",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3712
Person,Robert Webb,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Feb 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3713
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Jan 26",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3714
Person,Marie Macdonald,Fettersee,WROTE LETTER TO,Person,Duchess of Hamilton,,"1691, Jun 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3716
Person,Marie Macdonald,Fettersee,WROTE LETTER TO,Person,Duchess of Hamilton,,"1691, Aug 30",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3717
Person,Saltoun,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1692, Apr 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3718
Person,John Munro,Inverary,WROTE LETTER TO,Person,Hamilton,,"1692, May 26",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3719
Person,John Caldwell,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692,Nov 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3720
Person,Duchess of Hamilton,Hamilton,WROTE LETTER TO,Person,Unknown,,"1692, Jul 28",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3721
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Mar 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3722
Person,Colonel Codrington,Leeward Islands,WROTE LETTER TO,Organization,Lords of Committee for Plantations,,"1691, Jul 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3723
Person,Colonel Kendall,Barbados,WROTE LETTER TO,Organization,Lords of Committee for Plantations,,"1691, Jul 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3724
Person,Hew Wood,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, June 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3725
Person,"Archibald, Bishop of the Isles",Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 19",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3726
Person,M. Fearn,,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3727
Person,John Dalrymple,,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3728
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1691, Jul 7",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3729
Person,Count Leslie,Graz,WROTE LETTER TO,Person,Hamilton,,c 1691,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3730
Person,Unknown,London,WROTE LETTER TO,Person,Arran,,"1691, May 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3731
Person,Unknown,London,WROTE LETTER TO,Person,Arran,,"1691, June 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3732
Person,John Hamilton,Holyrood House,WROTE LETTER TO,Person,David Crawford,,"1691, Sep 18",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3733
Person,John Hamilton,Holyrood House,WROTE LETTER TO,Person,David Crawford,,"1691, May 23",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3734
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Jan 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3735
Person,John Hamilton,Holyrood House,WROTE LETTER TO,Person,David Crawford,,"1691, Oct 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3736
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3737
Person,J. Smith,Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1691, Sep 9",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3738
Person,Rothes,Berwick,WROTE LETTER TO,Person,Hamilton,,c 1691,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3739
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1691, Jun 30",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3740
Person,James Ogilvie,Fettercairn,WROTE LETTER TO,Person,William Black,,"1691, Aug 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3741
Person,George Simpson,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Jul 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3742
Person,John Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1691, Jul 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3743
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3744
Person,Hew Wood,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Jun 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3745
Person,J. Bunteine,Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1691, Mar 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3746
Person,Robert Johnston,Newgate Common,WROTE LETTER TO,Person,David Crawford,,"1691, May 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3747
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 27",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3748
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 13",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3749
Person,J. C. ,Dumfries,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3750
Person,E.J.,,WROTE LETTER TO,Person,David Crawford,,"1691, Jun 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3751
Person,Susan Howard,Panmure,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3752
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1691, Mar 28",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3753
Person,A. Naismith,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 15",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3754
Person,James Coltart,Crawfordjohn,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 12",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3755
Person,Thomas Wilson,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1691, Aug 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3756
Person,Hew Wood,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Jan 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3757
Person,John Saunders,Newton,WROTE LETTER TO,Person,William Fullerton,,"1691, Jul 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3758
Person,Hew Wood,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Dec 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3759
Person,Unknown,London,WROTE LETTER TO,Person,David Crawford,,"1692, Feb 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3760
Person,Selkirk,London,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 17",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3761
Person,John Robertson,,WROTE LETTER TO,Person,David Crawford,,c. 1691,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3762
Person,John Laing,Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1692, Sep 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3763
Person,John Hamilton,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Jul 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3764
Group,J. Baillie and A. Naismith,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Mar 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3765
Person,G. Hamilton,Barnton,WROTE LETTER TO,Person,Unknown,,"1692, May 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3766
Person,Lilias Rutherford,Edinburgh,WROTE LETTER TO,Person,Duchess of Hamilton,,"1692, Nov 2",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3767
Person,Carstares,London,WROTE LETTER TO,Person,Hamilton,,"1692, Dec 8",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3768
Person,Carstares,Brussells,WROTE LETTER TO,Person,Hamilton,,"1692, May 16",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3773
Person,W. Annan,Balderston,WROTE LETTER TO,Person,David Crawford,,"1692, Mar 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3778
Person,John Hamilton,London,WROTE LETTER TO,Person,David Crawford,,"1692, Feb 23",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3779
Person,Richard Beavvoir,London,WROTE LETTER TO,Person,David Crawford,,"1692, Sep 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3780
Person,James Deanes,London,WROTE LETTER TO,Person,Arran,,"1692, Aug 30",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3781
Person,Robert Webb,Hamilton Park,WROTE LETTER TO,Person,David Crawford,,"1692, Mar 2",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3782
Person,Robert Darloe,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Feb 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3783
Group,Patrick Moray and Walter Cornwall,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1692, May 28",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3784
Person,John Hamilton,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Nov 7",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3785
Person,John Hamilton of Bargany,Edinburgh,WROTE LETTER TO,Person,David Crawford,,"1692, Jan 9",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3786
Person,Hamilton,,WROTE LETTER TO,Person,Unknown,,c 1690,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3787
Person,Hew Wood,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Feb 9",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3788
Person,John Hamilton,Holyrood House,WROTE LETTER TO,Person,David Crawford,,"1692, Oct 25",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3789
Person,Unknown,Hamilton,WROTE LETTER TO,Person,David Crawford,,"1692, Nov 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3790
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 14",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3791
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 21",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3792
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 22",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3793
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3794
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Oct 28",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3795
Person,Gilbert Eliot,Edinburgh,WROTE LETTER TO,Person,Hamilton,,"1691, Nov 4",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3796
Person,Lady Katherine Ranelagh,,WROTE LETTER TO,Person,Duchess of Hamilton,,"1690, Aug 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3797
Person,William Hamilton,,WROTE LETTER TO,Person,Arran,,"1692, Jan 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3798
Person,William Hamilton,London,WROTE LETTER TO,Person,David Crawford,,"1691, Dec 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3799
Person,William Hamilton,,WROTE LETTER TO,Person,Arran,,"1692, Aug 30",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3802
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1692, Jul 14",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3803
Person,William Hamilton,,WROTE LETTER TO,Person,David Crawford,,"1692, Dec 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3804
Person,Hamilton,,WROTE LETTER TO,Person,Melville,,c Jan 1690,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3806
Person,Hamilton,,WROTE LETTER TO,Person,John Dalrymple,,"1691, Aug 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3807
Person,Hamilton,,WROTE LETTER TO,Person,King William,,"1691, Jun 20",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3808
Person,Hamilton,,WROTE LETTER TO,Person,King William,,"1691, Nov 2",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3809
Person,Hamilton,Hamilton,WROTE LETTER TO,Person,King William,,"1690, Jan 6",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3810
Person,James Johnston,London,WROTE LETTER TO,Person,Hamilton,,"1692, Dec 1",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3814
Person,Hamilton,Holyrood House,WROTE LETTER TO,Person,James Johnston,,"1692, Dec 10",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3815
Person,W. J.,,WROTE LETTER TO,Person,David Crawford,,,,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3850
Person,Hew Wood,,WROTE LETTER TO,Person,David Crawford,,"1692, Nov 24",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3879
Person,Sunderland,Althrope,WROTE LETTER TO,Person,Hamilton,,"1690, Jun 29",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/3881
Person,Katherine Polat,,WROTE LETTER TO,Person,Arran,,"1691, Apr 23",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/4082
Person,Katherine Polat,,WROTE LETTER TO,Person,Arran,,"1691, Mar 3",,Correspondence of the Dukes of Hamilton and Brandon,GD406/1/4083
