"From Type","From Name","Edge Type","To Type","To Name","Weight","From ID","Edge Type ID","To ID","Edge ID"
"Person","John Anderson","Letter","Person","Polwarth","1","da506ef0-ccf5-462f-a672-9d618b5b20d0","9d957034-5dba-4505-a312-154a15d00bd0","e7753e5f-4d93-4ee0-9b34-a42b62043166","dc434a76-c388-4315-95b7-0066325cb3d4"
"Person","John Baillie","Letter","Person","John Clark","1","db6d766e-9e3c-4aba-9b5e-d5551663ba76","9d957034-5dba-4505-a312-154a15d00bd0","e17a80d3-51fd-47f0-b17c-0ac1715f5c2d","f43d922d-5de6-4412-a141-7a83f351c0d7"
"Person","James Coull","Letter","Person","Unknown","1","2aaba773-117e-4f68-a2c1-a689e1948180","9d957034-5dba-4505-a312-154a15d00bd0","51499f34-96db-46f3-b28a-c007cb43b8f2","1256aa93-a0fd-4441-9b3f-09d0df95464d"
"Person","John Clark","Letter","Person","John Clark, younger","4","e17a80d3-51fd-47f0-b17c-0ac1715f5c2d","9d957034-5dba-4505-a312-154a15d00bd0","0ec8421c-1969-4b63-9c8c-c0f4491b4039","8e691941-1fcf-49af-b987-2e88dcebdf1e"
"Person","Lundy","Letter","Person","Melville","1","5af0ed11-e381-4205-8260-a3739452648a","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","bb705265-262e-48af-9e6c-195b0b953f1e"
"Person","Ross","Letter","Person","George Stirling","1","61d5b73b-2550-4048-98e5-44640e509cd3","9d957034-5dba-4505-a312-154a15d00bd0","3196da6e-71fd-4723-956f-68c448e4bb98","1eafc70c-c7df-4749-b8c0-4bc4b867f8f9"
"Person","Alexander Canon","Letter","Person","Laird McNaughton","2","e5033057-25b0-4c8e-9b8e-0807df959bd1","9d957034-5dba-4505-a312-154a15d00bd0","be39114b-9e2e-4b7d-8d4f-6d116eecb63b","0fd57de3-cd8e-4485-bcac-e20fe7045a93"
"Person","Charles Hamilton","Letter","Person","John Hamilton","2","ae16f8fe-512b-47bd-aece-c301c8053478","9d957034-5dba-4505-a312-154a15d00bd0","6c838aee-6fdc-4933-b488-fab380ec2bb4","b473d7d5-ffa9-46fd-8676-6f11edeee822"
"Person","William McKay","Letter","Person","Thomas Livingston","1","404a71f4-8127-4a13-b2d3-88ebb28d4f0d","9d957034-5dba-4505-a312-154a15d00bd0","e7a890c1-eabd-45b5-a1e9-572db251c49c","aab702d5-c952-4b86-819d-1f0e67f3c621"
"Person","Charles Roberts","Letter","Person","Lady Gerard","1","962a94ce-314c-4dd3-9714-9e6ccbb7570c","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","f4d8ac7c-617e-4b65-99fa-e5f89299c09c"
"Person","James Stewart","Letter","Person","Arran","1","70dc1045-0401-4af8-8f60-1edf36ca7354","9d957034-5dba-4505-a312-154a15d00bd0","e8b02d95-be78-43e3-aa78-948e459cd9fe","67f40c50-d826-4700-8da5-bee6237c93fa"
"Person","Hamilton","Letter","Person","King William","9","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","9d957034-5dba-4505-a312-154a15d00bd0","3ad03413-7968-4e9e-97d9-67f379b665d7","b695e6cf-4890-4787-ba03-19b4b1575d72"
"Person","I. Campbell","Letter","Person","Laird McNaughton","1","b81abc86-976b-4c7d-9afb-365012cbfa8b","9d957034-5dba-4505-a312-154a15d00bd0","be39114b-9e2e-4b7d-8d4f-6d116eecb63b","4d48e87d-8c3f-427f-ad00-57f92fdef6a7"
"Person","James Marshall","Letter","Person","David Crawford","1","54b0fab2-d4d1-4a9f-b1b7-a0322be12324","9d957034-5dba-4505-a312-154a15d00bd0","dd41a120-17bc-4c2b-afea-8ad04d059ee5","242cfb6d-5142-4375-9565-2a6d94d3d87d"
"Person","Alexander Bruce","Letter","Person","Melville","1","09e9af30-262f-4416-91ac-347f570a8dbf","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","71b15265-fe49-45e8-9d71-d7a6357aad34"
"Person","Hugh Kennedy","Letter","Person","Melville","2","c9a773ee-81b5-44cc-b882-649cc5d4b8c0","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","bcb449ba-2e10-4756-a063-50ced70f22be"
"Person","A. Brackin","Letter","Person","Madam Harcourt","1","38c06f0d-f33a-4cad-9dd1-8d33f5805860","9d957034-5dba-4505-a312-154a15d00bd0","139cea2c-7a68-4a72-845f-d23bfd016097","a01baee8-a6a6-456d-9162-cdc9a99e4dd1"
"Person","Livingston","Letter","Person","Leven","1","f63375ce-620b-4441-b2d3-9c2d408ddc76","9d957034-5dba-4505-a312-154a15d00bd0","90a140c9-a62d-420b-bbad-b64672af4467","f7a56b2c-8069-4202-93d7-7158d714c4a9"
"Person","Thomas Rokeby","Letter","Person","Duchess of Hamilton","1","9f9a856c-4345-499e-bb29-7c1d4fcf66de","9d957034-5dba-4505-a312-154a15d00bd0","bd1090b3-01c5-4fba-afb5-2c972382a9fe","aa1278f0-7d11-400a-8a85-84c6d4ce5d7c"
"Person","John Hamilton","Letter","Person","Hamilton","1","6c838aee-6fdc-4933-b488-fab380ec2bb4","9d957034-5dba-4505-a312-154a15d00bd0","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","57fd7a2c-66d2-456f-b823-22377c3648bb"
"Person","Melville","Letter","Person","Queen Mary","10","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","9d957034-5dba-4505-a312-154a15d00bd0","9b0a33f4-c002-47c1-b224-c95e0f15d8e0","60b8d887-3b62-490b-8a74-75910b44b38a"
"Person","Mathew Bridge","Letter","Person","Melville","1","231815f5-8a7d-4945-8aff-8dff02364819","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","2c12209b-e34d-4c94-bd54-7fb7d9e7f022"
"Person","Robert Dundas","Letter","Person","Melville","1","bf8f10d5-cfd3-4f4d-9d24-b60611becaaa","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","7d80db48-629a-442c-89f2-faa7c3569987"
"Person","Sinkelton Richmond","Letter","Person","Unknown","1","5cb67327-abb2-41d0-892f-e666f0bea5c4","9d957034-5dba-4505-a312-154a15d00bd0","51499f34-96db-46f3-b28a-c007cb43b8f2","e52959d2-360a-44de-8244-215a75836701"
"Person","Fran Phillips","Letter","Person","Madam Harcourt","1","450454bc-d343-4053-aeb2-86ab00353dee","9d957034-5dba-4505-a312-154a15d00bd0","139cea2c-7a68-4a72-845f-d23bfd016097","5b925f95-7b63-4215-b73d-7a1a44baafd3"
"Person","James Hay","Letter","Person","Hamilton","1","bcf003bf-c607-48bc-b849-e3b315fdef63","9d957034-5dba-4505-a312-154a15d00bd0","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","3bdda030-0d82-4952-9ace-ba66257628ec"
"Person","Patrick Mein","Letter","Person","Hamilton","1","6b92e9aa-c27e-48be-bf25-0dab01d59129","9d957034-5dba-4505-a312-154a15d00bd0","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","714fb2ef-c541-4194-9b5a-99e8f84018e9"
"Person","John Atchinson","Letter","Person","John Robertson","1","3bc98785-9918-4f14-873f-970d6f8c17f9","9d957034-5dba-4505-a312-154a15d00bd0","b5c65c67-b6f8-4522-8555-97083737a819","32c93700-eadd-4286-9a9a-dcc34bb88a8f"
"Person","Melville","Letter","Person","Fraser of Brae","1","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","9d957034-5dba-4505-a312-154a15d00bd0","0ad26035-9cf5-454c-9998-af2992402b82","2ff24a46-e878-418f-b929-ad2c1a6dbb59"
"Person","Argyll","Letter","Person","King William","1","56541097-2284-46e0-be3d-4246aefe0c8c","9d957034-5dba-4505-a312-154a15d00bd0","3ad03413-7968-4e9e-97d9-67f379b665d7","cd880058-1fac-4ec2-8daa-27ad4f8b97e7"
"Person","Robert Murray","Letter","Person","Arran","2","50b771a2-a9ad-4434-8321-79a580ed1b87","9d957034-5dba-4505-a312-154a15d00bd0","e8b02d95-be78-43e3-aa78-948e459cd9fe","864e2c19-fbcc-41f2-8e41-212bff617b0a"
"Person","Anthony Mayne","Letter","Person","Lady Gerard","1","fbb7fad2-0905-4d96-bfd9-c1dc22c82415","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","5599fc8e-95c5-4c8c-82a1-3d63911f726c"
"Person","William McKay","Letter","Person","Cap. Robert McKay","1","404a71f4-8127-4a13-b2d3-88ebb28d4f0d","9d957034-5dba-4505-a312-154a15d00bd0","adb4395f-82b8-41ce-a7d4-05d9a37a1c0a","e83ed051-5782-4107-8e6d-33f197fc43b6"
"Person","Hamilton","Letter","Person","King James","1","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","9d957034-5dba-4505-a312-154a15d00bd0","b550cdd1-7f1d-4332-8fc1-b31c62a7ad11","b309e550-bb50-40ef-9ac4-90f45330a19b"
"Person","John Underwood","Letter","Person","Lady Gerard","4","dc7ea461-53fa-4ecc-93d7-3e1b3fab909e","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","96cd3e33-6c90-439c-af75-cb11df7a5ba2"
"Person","James Denholm","Letter","Person","Leven","1","09ed2774-ceb4-4780-827c-83c857a0821a","9d957034-5dba-4505-a312-154a15d00bd0","90a140c9-a62d-420b-bbad-b64672af4467","d61d5915-a8a5-421f-8b08-4c32e0e49391"
"Person","Henry Balfour","Letter","Person","Leven","1","c33fa772-e78c-4fbd-9102-6efe3f74d1a7","9d957034-5dba-4505-a312-154a15d00bd0","90a140c9-a62d-420b-bbad-b64672af4467","82513693-2339-46d0-ad7a-8f6f7729945a"
"Person","M. Erskine","Letter","Person","Lady Tarbat","1","2d07305f-d1d8-4f39-a573-4000ee78001b","9d957034-5dba-4505-a312-154a15d00bd0","8144f418-8ee0-4087-a757-4a35b21b80b3","106a6bc1-3c35-4bba-8a3a-2ec40f7e062d"
"Person","Unknown","Letter","Person","David Crawford","3","51499f34-96db-46f3-b28a-c007cb43b8f2","9d957034-5dba-4505-a312-154a15d00bd0","dd41a120-17bc-4c2b-afea-8ad04d059ee5","2b456609-4c9a-4392-9a5b-8b3be667d7a9"
"Person","James Hamilton","Letter","Person","Arran","2","ca1db5a9-b89e-4c51-94af-25bb54ece423","9d957034-5dba-4505-a312-154a15d00bd0","e8b02d95-be78-43e3-aa78-948e459cd9fe","9c1e535e-4877-4043-ac8d-7e9e9447b45f"
"Person","Unknown","Letter","Person","John Drummond","1","51499f34-96db-46f3-b28a-c007cb43b8f2","9d957034-5dba-4505-a312-154a15d00bd0","18a3b35e-e3d2-4ddf-8d52-3a5e30551d6b","44e84f73-bd0b-4ce2-9aa4-34b56c505bc6"
"Person","Robert Stewart","Letter","Person","Dunfermline","1","0797a706-39d3-45e5-a7ba-12e72bab5050","9d957034-5dba-4505-a312-154a15d00bd0","857fb109-5200-41df-9051-766bdeb6c57c","0a514885-06a5-4596-9afc-06806cfa6c20"
"Person","William Hamilton","Letter","Person","Arran","14","39bfd032-17a0-4591-9a50-b04ba6d70669","9d957034-5dba-4505-a312-154a15d00bd0","e8b02d95-be78-43e3-aa78-948e459cd9fe","425361bc-9654-41a2-a39f-d2d367bf3adf"
"Person","Lord Drummond","Letter","Person","Unknown","1","69c508d8-8d19-4bdd-af43-7b91c304a1c4","9d957034-5dba-4505-a312-154a15d00bd0","51499f34-96db-46f3-b28a-c007cb43b8f2","fb40c051-a8df-48a4-a922-1bb48e83a452"
"Person","Alexander McDowall","Letter","Person","Dunfermline","1","9a0a97da-b9ca-496b-8788-816f548e78da","9d957034-5dba-4505-a312-154a15d00bd0","857fb109-5200-41df-9051-766bdeb6c57c","73ead8dc-07e5-4651-ba4b-df3a4936f32d"
"Person","Atholl","Letter","Person","Melville","4","c2e63411-b0c7-499e-8afb-c5c3ca6e4a7d","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","50b918d9-5635-4fbf-b429-e1335c9b6420"
"Person","F. Saunders","Letter","Person","Lady Gerard","1","cf297977-03a0-4b6a-aac8-5f7e2a701c41","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","8793c156-1a06-4906-badc-daceb8de9ea4"
"Person","Robert Lloyd","Letter","Person","Lady Gerard","2","04cfa5fd-db65-4bd5-9df6-351c6ecb2d04","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","8c0e48d7-c84c-4c25-a9cf-b26b0ba53760"
"Person","William Fuller","Letter","Person","Melville","8","985cbf7a-4dd5-4c1e-94b9-d9d75661d190","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","ac08022a-3b18-4753-8feb-08b49e444119"
"Person","Unknown","Letter","Person","Hamitlon","1","51499f34-96db-46f3-b28a-c007cb43b8f2","9d957034-5dba-4505-a312-154a15d00bd0","88c87f96-a2ae-48f3-886d-7ce0a1ab7328","b248d442-4873-4494-ac19-967ab9f7b30a"
"Person","William Fullerton","Letter","Person","Hamilton","1","fa445e6c-d28c-4478-aa12-721411c4b1c2","9d957034-5dba-4505-a312-154a15d00bd0","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","04150b14-05cb-450f-b4f7-af0dc742407f"
"Person","William Hamilton","Letter","Person","John Clark","2","39bfd032-17a0-4591-9a50-b04ba6d70669","9d957034-5dba-4505-a312-154a15d00bd0","e17a80d3-51fd-47f0-b17c-0ac1715f5c2d","893fea06-32f4-4a68-812e-74f94d7c0918"
"Person","David Scrimseour","Letter","Person","Robert Rodman","1","659ca471-3c62-4304-ae8a-d70711057e49","9d957034-5dba-4505-a312-154a15d00bd0","9f93757d-bb3c-4a30-9119-c0c4e05b4c84","f31c1d83-3a08-486b-a2ae-c8e5c2698499"
"Person","Thomas Livingston","Letter","Person","Lieutenant Colonel Hamilton","1","e7a890c1-eabd-45b5-a1e9-572db251c49c","9d957034-5dba-4505-a312-154a15d00bd0","730c42f0-65e7-40b4-966f-9fe728d2247c","915ac239-3724-40e1-a073-effab8f37a65"
"Person","Melville","Letter","Person","Hugh Kennedy","1","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","9d957034-5dba-4505-a312-154a15d00bd0","c9a773ee-81b5-44cc-b882-649cc5d4b8c0","316e084d-728a-4432-856c-f98920011b4d"
"Person","Pitcairn","Letter","Person","Melville","1","f2a6104b-5a07-4e41-9185-575a9f1d492e","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","c4687350-4ef0-4e83-9b00-d03b93587dda"
"Person","W. Chetwynd","Letter","Person","Lady Gerard","3","ba4d8f74-0db7-48ba-99ae-3f65b57b6bd3","9d957034-5dba-4505-a312-154a15d00bd0","16ad3896-f2fd-4c2c-a024-c94c68a1b31e","b6bc8e4f-fd08-4656-87ec-4c5c302151ee"
"Person","Conne","Letter","Person","Alexander Dunbar","1","13230add-239c-4a51-b562-a2adacf19972","9d957034-5dba-4505-a312-154a15d00bd0","ab4ae8f8-ee5b-4bac-8df8-d24030cef5c2","84f2ff01-4cae-4844-9c12-ae57b26d9b1d"
"Person","Pottinger","Letter","Person","Melville","1","f3951a33-51b4-4355-b48e-0d093403831f","9d957034-5dba-4505-a312-154a15d00bd0","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","88247c37-520b-4b48-8dbd-344c90f38451"
"Group","Parishoners of Lasswade","Deposition","Person","Unknown","1","b81c5d83-e4ac-46ec-b917-1789c1a5ae7f","1a261246-e52b-495e-ad1d-4240175f4759","51499f34-96db-46f3-b28a-c007cb43b8f2","06cb4416-7afb-4e54-9bf1-edc1d7dc1c1b"
"Person","F. K.","Report","Person","Hamilton","1","d559780a-1824-4347-a66c-a5dbfc122b5a","67b75f2a-490c-4b75-a504-e43ac0b3b645","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","1737e53b-b6f6-455e-b58a-a9fb5aa45943"
"Person","Unknown","Report","Person","Unknown","1","51499f34-96db-46f3-b28a-c007cb43b8f2","67b75f2a-490c-4b75-a504-e43ac0b3b645","51499f34-96db-46f3-b28a-c007cb43b8f2","64f81ccc-6949-4b05-aea1-0d1a688e7825"
"Person","King William","Remarks","Person","Melville","1","3ad03413-7968-4e9e-97d9-67f379b665d7","3dc0615e-7026-48cd-b522-36909f62f46b","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","058db626-e5a0-4147-8b4d-346368a5e9d1"
"Group","Gabriel Cunningham, Carstares, William Dunlop","Attestation","Person","Skelmorlie","1","4432882e-2c93-4617-bd19-f3b5de152326","3269cf1f-dfa4-4ad1-ab58-6a0cbbd907e4","0951ba22-506a-481c-92b5-e58f13c39075","7fa77ab9-b7dc-4342-b7ae-97202da2b79e"
"Group","Tenants of Cardross","Letter","Person","Lord Cardross","1","4e43ed7a-c590-4725-9cc7-f2547e9f15d5","ed927afb-fadb-496b-8d0f-4f112914f174","d81240d1-42a2-4843-9244-bbf7bfe76d47","6457bce5-6be0-4f61-9e5a-49b0bda047b7"
"Group","Commissioners of Supply of Lanarkshire","Letter","Person","Melville","1","92760aef-dc79-4cea-9dc0-5208d2a5b13c","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","94390ed5-503f-4fc8-8d6f-bb429dc348ee"
"Group","Captain Johnston; Officers","Letter","Person","Melville","1","1fb02a47-fc8f-425e-8acf-257c74993977","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","162d1664-6c96-4206-9345-054369422999"
"Group","Magistrates of Edinburgh","Letter","Person","Melville","1","6b92f86a-f6d8-4ce6-822a-1df99720b468","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","4e26606a-6d42-4ce3-9764-821de781b15c"
"Group","Polwarth; Forbes","Letter","Person","Melville","2","39dbbd5f-a2cf-4617-abab-18889198754a","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","317fbbab-2a7d-444b-8dca-97e05f7ebeb5"
"Group","Presbyterian Ministers","Letter","Person","Melville","1","a0c1e1d4-7f18-4390-ab73-1ecca3eebefe","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","0814ae85-5e9b-4cbf-9b33-1490c2524974"
"Group","Ministers, Presbytery of Aberdeen","Letter","Person","Bishop of Aberdeen","1","37007b27-5127-4e00-b6fa-f04608936e34","ed927afb-fadb-496b-8d0f-4f112914f174","5e43e7cc-f42d-4348-878d-f724554fd729","ea3690a0-8889-4353-81e1-e3f2333bd13b"
"Group","Anderson of Dowhill & Spruell","Letter","Person","Melville","1","f3233625-3dc2-411b-b83a-eccc0ed2b0ff","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","6b4d33c6-78e7-48ea-8d75-f36c52ec8ade"
"Group","John Baillie & Arthur Naismith","Letter","Person","David Crawford","1","bd4377d8-8068-4d70-b76d-cb005584c016","ed927afb-fadb-496b-8d0f-4f112914f174","dd41a120-17bc-4c2b-afea-8ad04d059ee5","6bdbd421-a133-4534-8849-ddccb04edd72"
"Group","Presbyterian Ministers","Letter","Person","King William","1","a0c1e1d4-7f18-4390-ab73-1ecca3eebefe","ed927afb-fadb-496b-8d0f-4f112914f174","3ad03413-7968-4e9e-97d9-67f379b665d7","d08a5d64-e4df-4428-9599-a5a6bfafd0d1"
"Group","Hall; Convention of Royal Burghs","Letter","Person","Melville","1","7cbfe4e9-0de0-4d4f-b65c-1ad6d8c55a81","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","363b1e50-26d0-43a7-b951-1992d2f8700d"
"Group","George Lockhart, Carnwarth","Letter","Person","Hamilton","1","ffbab262-0cac-43c8-b62b-3be533dc0b1f","ed927afb-fadb-496b-8d0f-4f112914f174","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","a090286e-c05c-4e93-9eb4-c5f0e50c888f"
"Group","George Walker & John Michelburn","Letter","Person","Major General Kirk","1","05faa499-fa37-4b92-b61f-0ac6f4626ed9","ed927afb-fadb-496b-8d0f-4f112914f174","ab055972-bca1-4a1a-91a1-4cf6c028c97a","c890af02-9658-4609-b77d-c43626dc785b"
"Group","Officers of Dumbarton's Regiment","Letter","Person","Melville","1","93f0dfbb-6722-4b9b-897e-7a2a8ff2a7b0","ed927afb-fadb-496b-8d0f-4f112914f174","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","ddd2d12b-4194-498b-9062-42486b1a046c"
"Group","Judges of the Court of Session","Letter","Person","King William","1","3a4fb594-cd0e-4c1e-b422-87babd6d9aeb","ed927afb-fadb-496b-8d0f-4f112914f174","3ad03413-7968-4e9e-97d9-67f379b665d7","a1441f1b-762f-4b87-93e0-0ff0e7de5ac2"
"Group","Polwarth; Forbes","Letter","Person","King William","2","39dbbd5f-a2cf-4617-abab-18889198754a","ed927afb-fadb-496b-8d0f-4f112914f174","3ad03413-7968-4e9e-97d9-67f379b665d7","ac69eb5d-fe0c-46b2-a685-abc737298be1"
"Group","Archbishop & Bishops of Scotland","Letter","Person","King James","1","4f40f8c5-ca2f-4fe5-b85b-37f547893472","ed927afb-fadb-496b-8d0f-4f112914f174","b550cdd1-7f1d-4332-8fc1-b31c62a7ad11","7129f455-4135-4bd4-88e3-403c502d9eee"
"Group","Patrick Moray & Walter Cornwall","Letter","Person","Hamilton","1","9d58afb9-dcce-43af-9279-6b67a26bb4ad","ed927afb-fadb-496b-8d0f-4f112914f174","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","527455df-f8ab-4e8a-aaca-205c946ce264"
"Group","Ross & William Cochran of Kilmarnock","Letter","Person","Hamilton","1","8077148e-bbfa-4460-baed-ce9ba4ce1f8c","ed927afb-fadb-496b-8d0f-4f112914f174","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","3dd90de8-2dc7-4499-8151-a8f44a565dbb"
"Group","James Fountain & William Douglas","Letter","Person","Canon","1","8feac986-64d6-4533-bab4-b6e69d07c6e1","ed927afb-fadb-496b-8d0f-4f112914f174","e5f4a1d7-a704-4cc6-b88a-fe8a5e7e17d7","52e623bb-466c-499b-88ff-dc9588f6360e"
"Group","Commissioners of Supply for Dumfries","Letter","Person","Crawford","1","83bfd51b-5c0d-4833-a0f1-59834e31780a","ed927afb-fadb-496b-8d0f-4f112914f174","36422a6c-46ac-463e-88f2-def913ce20e3","5efd50fe-b1a2-41dc-bc0c-6ff0fddaa328"
"Person","John Boyd","Deposition","Person","Skelmorlie","1","d1241d28-1948-4128-846a-4958cfd1bcb9","b8c5c24c-818e-4e72-8acc-bfa4da9b4eb0","0951ba22-506a-481c-92b5-e58f13c39075","6d63e870-ff2e-4900-a455-14b8d0063842"
"Person","Langton","Deposition","Organization","Privy Council","1","1205f496-1a7e-4dce-843d-b628c21d8cba","4072e992-92b2-4f4e-9e1e-29ac6c7bec0a","1179f9d8-9e90-4a4f-8aaf-921cb62784da","f47967b6-87d2-4448-ae2b-c00b50603339"
"Person","Gordon","Declaration","Person","Regent of College of Glasgow","1","3e73fcd9-0680-426b-bcf0-ce0c092ee1c4","e841f48f-96db-4234-bc03-b71b55fcd554","718e1b29-44b2-414e-b069-13e072c83144","e9a5ca78-4d3f-462d-b138-da7760744feb"
"Person","Unknown","Memorandum","Person","Melville","1","51499f34-96db-46f3-b28a-c007cb43b8f2","6af6f044-689c-44b7-9bf4-3443906f859f","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","8b70f560-6e65-4790-898e-d113af2b29c7"
"Person","Patrick Mein","Memorandum","Person","Hamilton","1","6b92e9aa-c27e-48be-bf25-0dab01d59129","6af6f044-689c-44b7-9bf4-3443906f859f","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","9abe562b-2c1e-405a-90c0-6c48a92d05ff"
"Person","King William","Exoneration","Person","Tarbat","1","3ad03413-7968-4e9e-97d9-67f379b665d7","5e88f627-6b8c-457f-a346-f2240f2f3f0a","e5de6b65-e5cf-49ea-819b-02084c8b6cfa","3b21eb34-c5b9-4537-9693-92fce80d63a9"
"Person","King William","Warrant","Person","Melville","3","3ad03413-7968-4e9e-97d9-67f379b665d7","5f8a1557-85aa-472d-8a9e-238878ab7034","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","09a322e3-8b0a-458e-b628-f3837b626e31"
"Person","King William","Warrant","Person","Commissioner of the Treasury","1","3ad03413-7968-4e9e-97d9-67f379b665d7","5f8a1557-85aa-472d-8a9e-238878ab7034","f518b780-be33-4982-92f4-9e8041a6cef8","ef676353-050b-4b60-ba32-44e6d14295e2"
"Person","King William","Warrant","Person","Tarbat","1","3ad03413-7968-4e9e-97d9-67f379b665d7","5f8a1557-85aa-472d-8a9e-238878ab7034","e5de6b65-e5cf-49ea-819b-02084c8b6cfa","5b67a819-9de8-4243-b31a-50208651c995"
"Person","Melville","Warrant","Person","Mackay","1","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","5f8a1557-85aa-472d-8a9e-238878ab7034","ccb46484-a60b-4069-b490-da0a66f93e59","fc62ef75-fd89-4313-a6b0-defdaca0b4cf"
"Person","King William","Warrant","Person","Hamilton","1","3ad03413-7968-4e9e-97d9-67f379b665d7","5f8a1557-85aa-472d-8a9e-238878ab7034","d35060fe-af98-4b3f-b4cb-2e71bea6b1ae","3efee69d-8631-40e8-bd32-25d3b0e608c9"
"Person","Melville","Warrant","Person","Cardross","1","0b55da92-ed12-4946-a58a-e9e4ebbc3fdc","5f8a1557-85aa-472d-8a9e-238878ab7034","e0933d1c-c8bb-4ec8-bcea-42bb1d01f994","66b7e5a4-3110-4143-988d-effc613daf23"
"Person","King William","Warrant","Person","Unknown","1","3ad03413-7968-4e9e-97d9-67f379b665d7","5f8a1557-85aa-472d-8a9e-238878ab7034","51499f34-96db-46f3-b28a-c007cb43b8f2","8e5368f9-7de3-43fc-93a1-7cc2ec360803"
"Person","Lt. Col. James Auchenbruc","Warrant","Person","Lt. Colin Fairfull","2","09436954-221a-46b1-9e00-0d26d5481f29","5f8a1557-85aa-472d-8a9e-238878ab7034","60d40133-1fd3-444a-978a-696290f1783f","bde8186b-5e71-4fed-9b9f-b46b2bc962b2"
"Group","Protestant Ministers, England","Letter","Group","Presbyterian Ministers, Glasgow","1","3f898a2f-02e8-4f57-af80-245817ca5b3c","cb7b238e-4de9-46c0-82f4-494affb3ef1b","61dd0ed1-9352-406d-a511-4a1bd5ec344e","bba4f680-af6f-4ca8-a306-8d992c3135e1"
"Organization","Privy Council","Act","Group","Magistrates of Edinburgh & Keeper of Tolbooth","1","1179f9d8-9e90-4a4f-8aaf-921cb62784da","8b3f585c-f9ea-4562-a053-50da94dd3f4a","7d49c335-2622-4f9d-b733-2e53c85158a5","f082b0b1-24b0-4f66-b904-9d7bd876c5ea"
"Organization","Privy Council","Act","Group","Inferior Courts","1","1179f9d8-9e90-4a4f-8aaf-921cb62784da","8b3f585c-f9ea-4562-a053-50da94dd3f4a","0b633de7-0dc6-46f7-8b1e-31e0d0ebe6a8","9bf64cd2-8baa-4655-a152-41a50ee68c5e"
